"country","vil_id","rain","average","dev","pop","dist","nomkt","vdsa_hh_id","tot_acre","genderH","ageH","noadultM","noadultF","nokids","sizehh","farm_cat","aindex","lindex","prcl_id","sur_yr","plot_area","output","price","value","lab_q","fert_q","irr_q","mech_v","pest_v","var1","lny","lnl","lnf","lni","lnm","lnp","irr","lnaindex","lnlindex","lntot_acre","lndist"
"India",118,NA,NA,NA,3000,4.5,4,118052,6.25,1,82,2,1,1,4,"LA",1.1242995262146,-1.03876948356628,118052032,2012,0.404686003923416,1300,13.5,17550,27.5,199,16,2800,0,1,8.76791055976581,4.91203113146103,6.89109685069284,4.37053960836014,9.53516569347531,0,1,0.966594180886161,-0.908523784124828,2.53206806370692,2.20934770861533
"India",117,NA,NA,NA,6979,0,4,117054,3.55999994277954,1,46,4,3,0,7,"LA",0.610592365264893,-0.419596433639526,117054008,2012,0.404686003923416,1100,16,17600,40,128,14,2000,0,1,8.60085648471313,5.28669603440305,6.4498237549435,4.23705714755978,9.19869346186749,0,1,0.577886529421467,-0.408168100066697,1.98207441131246,0
"India",123,NA,NA,NA,1410,14,1,123059,24,1,36,5,5,3,13,"LA",1.12732625007629,1.3450984954834,123059032,2010,1.61874401569366,2800,13,36400,452,380,0,375,2000,1,8.14887141068964,6.32518201719988,6.15167242024561,0,6.13842731527604,7.81239925428265,0,0.968604215537401,1.10565150750252,3.87163475638773,3.33347758688399
"India",138,1089.631,913.819547058824,1.19239187157578,1774,10,2,138042,3.75,1,52,5,3,2,10,"MD",-1.31558883190155,0.632170557975769,138042032,2011,0.202343001961708,321,12,3852,41.4099998474121,20,0,675,0,1,8.0623793951156,6.01446653552869,5.28669603440305,0,8.80565088598734,0,0,-1.087920061616,0.596214502956228,2.03222462153381,2.99822295029797
"India",138,1005.107,913.819547058824,1.0998965859671,1774,10,2,138050,19.5,1,49,3,3,0,6,"LA",-0.212495997548103,1.29034698009491,138050048,2010,0.809372007846832,1708,11,18788,194.199996948242,175,0,1180,0,1,8.34772224201678,6.17353669412527,6.06943513302712,0,7.97791364660709,0,0,-0.210928451536433,1.07255175063584,3.66421846088644,2.99822295029797
"India",119,NA,NA,NA,3600,5,4,119030,0.899999976158142,1,37,2,2,4,8,"SM",-1.13599717617035,-0.425385147333145,119030056,2012,0.0202343016862869,45,13.5,607.5,7.72000026702881,8,0.900000035762787,118,0,1,8.40018573231751,6.63733930806311,6.67296633300073,4.4882890584704,9.36420782381742,0,1,-0.974345853284196,-0.413500433254818,0.808866917931269,2.31243834127275
"India",135,NA,NA,NA,876,12,2,135218,3.5,1,54,4,3,0,7,"SM",1.00117003917694,-1.03876948356628,135218048,2011,1.21405804157257,2805,11.3100004196167,31724.55078125,223,425,0,5125,0,1,8.43833754366386,5.9063578600977,6.55126988784322,0,9.04106449690969,0,0,0.882200687697201,-0.908523784124828,1.96572047164965,3.17978543769988
"India",134,NA,NA,NA,1427,9,1,134053,18,1,35,5,3,0,8,"LA",1.57226467132568,1.60039865970612,134053032,2010,1.21405804157257,4500,11.5,51750,284,730,0,5399.96997070312,315,1,8.9110113728291,6.14815748559429,7.09222390448541,0,9.09332736306671,6.25175503130178,0,1.23419139933394,1.24919459819971,3.58428965186133,2.89344398588587
"India",120,470.766,577.355273529412,0.815383562918159,4494,15,4,120034,0.899999976158142,1,66,4,3,2,9,"SM",-1.49920439720154,-0.738933801651001,120034056,2010,0.0809372067451477,80,10,800,20.1000003814697,14,0,280,0,1,7.5892557214464,6.20795271853157,5.84629451604364,0,8.84201845493914,0,0,-1.19432181521643,-0.684270700723492,0.808866917931269,3.40230664548059
"India",134,NA,NA,NA,1427,9,1,134045,6,1,53,2,2,3,7,"MD",0.98906284570694,-0.00650422181934118,134045016,2010,0.809372007846832,1300,11,14300,194,280,0,2500,0,1,8.07476345188518,6.17250632200381,6.53943550360527,0,8.7286898485894,0,0,0.873618666399848,-0.00650417596013699,2.49177985264491,2.89344398588587
"India",120,NA,NA,NA,4494,15,4,120054,1.29999995231628,1,62,7,5,0,12,"LA",-1.39932811260223,0.199576675891876,120054072,2012,0.263045907020569,600,12,7200,52.5,62,4,1232,0,1,8.42550359445458,5.98939333674874,6.15571277627709,3.41594764615911,9.14496804667787,0,1,-1.13759145761445,0.198274990023338,1.07845102988162,3.40230664548059
"India",120,NA,NA,NA,4494,15,4,120044,1.35000002384186,1,47,2,2,3,7,"MD",-1.41446208953857,-0.738933801651001,120044072,2012,0.0404686033725739,70,12,840,10,7,0.75,167,0,1,8.14887133704658,6.20296519867926,5.84629451604364,3.61342101573895,9.01836983853805,0,1,-1.14635931360172,-0.684270700723492,1.10857245598818,3.40230664548059
"India",135,NA,NA,NA,876,12,2,135055,13,1,41,3,5,2,10,"LA",0.69436514377594,0.634306073188782,135055008,2012,2.42811608314514,6015,15,90225,240,1000,6,12830,250,1,8.50804316746151,5.28669600985661,6.7137882512298,1.6364259693307,9.26557296487785,5.3275159983329,1,0.648044202075987,0.598018704396276,3.25957255626292,3.17978543769988
"India",117,464.9214,500.705052941177,0.928533469492707,6979,0,4,117055,6.92000007629395,1,72,2,2,3,7,"LA",-0.327922821044922,-0.738933801651001,117055136,2011,0.291373930871487,600,11,6600,36,32,0.989999994635582,440,0,1,8.32322474561924,5.50983034657651,5.39205166083913,1.93722892023562,8.01306986798958,0,1,-0.322313137728495,-0.684270700723492,2.63274323458134,0
"India",120,NA,NA,NA,4494,15,4,120053,11,1,54,3,4,0,7,"LA",0.685717344284058,0.518914043903351,120053056,2012,0.404686003923416,900,12,10800,67,99,7,2220,0,1,8.40018580596058,5.80249273202655,6.19291501959744,3.54453566094284,9.30305347526356,0,1,0.640926507984237,0.498064751881277,3.09310219505083,3.40230664548059
"India",137,NA,NA,NA,880,13,2,137051,43,1,43,6,8,5,19,"LA",1.69333636760712,2.03759431838989,137051056,2012,3.23748803138733,7500,15,112500,674.75,400,0,32000,900,1,8.44100779651798,6.03269745759277,5.50983037419176,0,9.89184063475068,6.32074744869653,0,1.29743690374268,1.46032285315396,4.45448247706051,3.25957255626292
"India",117,464.9214,500.705052941177,0.928533469492707,6979,0,4,117057,3.98000001907349,1,52,2,2,1,5,"LA",-0.388458639383316,-0.419596433639526,117057112,2011,0.667731910943985,3150,11,34650,38,72,3,852.5,110,1,9.15217344053581,4.73467904112281,5.37370331782588,2.20778919556805,7.84518906001538,5.79750527525302,1,-0.379298233666332,-0.408168100066697,2.08985039116424,0
"India",118,NA,NA,NA,3000,4.5,4,118042,3.07999992370605,1,34,2,2,1,5,"MD",-0.303708493709564,-1.03876948356628,118042032,2012,0.315655082464218,900,13.5,12150,22.5,152,12,2184,0,1,8.64864714735334,4.95981686287109,6.87013395226911,4.33133194106363,9.5351656953636,0,1,-0.299223321926157,-0.908523784124828,1.84344559396122,2.20934770861533
"India",138,NA,NA,NA,1774,10,2,138046,3,1,61,2,2,2,6,"MD",-0.896912276744843,-0.419596433639526,138046016,2012,0.607029020786285,720,18,12960,175,65,0,2175,0,1,7.77157724914659,6.35711484137837,5.36673493241716,0,8.87710982243,0,0,-0.80657008648362,-0.408168100066697,1.81844645923207,2.99822295029797
"India",117,NA,NA,NA,6979,0,4,117053,6.03999996185303,1,62,5,4,0,9,"LA",0.983322203159332,-0.439098089933395,117053056,2012,0.242811605334282,0,0,0,15,40,0.600000023841858,240,0,1,0,4.81673230655434,5.7975052696741,1.63642601754273,7.5892557828156,0,1,0.869531297731862,-0.426087785098701,2.498334568988,0
"India",118,363.6663,500.705052941177,0.726308428212974,3000,4.5,4,118051,9.42000007629395,1,65,3,3,4,10,"LA",-0.121097475290298,0.199576675891876,118051096,2010,0.174014985561371,600,11.6999998092651,7020,72,89,0,801.5,0,1,8.83869071636485,6.71842861945389,6.93039836557662,0,9.12824602395406,0,0,-0.120803437255152,0.198274990023338,2.93878777828196,2.20934770861533
"India",117,363.6663,500.705052941177,0.726308428212974,6979,0,4,117059,14.5699996948242,1,80,6,4,0,10,"LA",1.08800220489502,0.479910731315613,117059104,2010,0.250905334949493,800,11,8800,38,40,0,496,0,1,8.76043849540462,5.71342380184313,5.76471603359666,0,8.28240273384337,0,0,0.942252185490794,0.463171641028855,3.37328736762418,0
"India",134,NA,NA,NA,1427,9,1,134041,10,1,34,4,3,0,7,"MD",0.446221649646759,-0.00650422181934118,134041056,2012,2.83280205726624,7000,15,105000,957,600,7,12390,0,1,8.50554630149412,6.51568641448664,6.04881606043875,1.63642598233356,9.0765258202058,0,1,0.432601677400118,-0.00650417596013699,2.99822295029797,2.89344398588587
